"","tile_name","mean_seasonality_1981_2010","mean_seasonality_1981_2010_degrees","mean_seasonality_1981_2010_2pd"
"47600","NN5129",329.833333333333,32.9833333333333,32.98
"47601","NN5130",331.5,33.15,33.15
"47602","NN5131",332,33.2,33.2
"47603","NN5132",332,33.2,33.2
"47604","NN5133",333,33.3,33.3
"47605","NN5134",334.833333333333,33.4833333333333,33.48
"47606","NN5135",337.5,33.75,33.75
"47607","NN5136",339.5,33.95,33.95
"47608","NN5137",341.5,34.15,34.15
"47609","NN5138",342.5,34.25,34.25
"47610","NN5139",342,34.2,34.2
"47611","NN5140",341.5,34.15,34.15
"47612","NN5141",340.8,34.08,34.08
"47613","NN5142",340.5,34.05,34.05
"47614","NN5143",340,34,34
"47615","NN5144",339.5,33.95,33.95
"47616","NN5145",339,33.9,33.9
"47617","NN5146",339,33.9,33.9
"47618","NN5147",338,33.8,33.8
"47619","NN5148",337,33.7,33.7
"47620","NN5149",335.6,33.56,33.56
"47621","NN5150",334.4,33.44,33.44
"47622","NN5151",333,33.3,33.3
"47623","NN5152",333,33.3,33.3
"47624","NN5153",334,33.4,33.4
"47625","NN5154",336,33.6,33.6
"47626","NN5155",338.5,33.85,33.85
"47627","NN5156",342.6,34.26,34.26
"47628","NN5157",345,34.5,34.5
"47629","NN5158",348,34.8,34.8
"47630","NN5159",350.5,35.05,35.05
"47631","NN5160",352.5,35.25,35.25
"47632","NN5161",353.5,35.35,35.35
"47633","NN5162",353,35.3,35.3
"47634","NN5163",353,35.3,35.3
"47635","NN5164",351.5,35.15,35.15
"47636","NN5165",350.666666666667,35.0666666666667,35.07
"47637","NN5166",349.6,34.96,34.96
"47638","NN5167",347.75,34.775,34.77
"47639","NN5168",345.5,34.55,34.55
"47640","NN5169",343.666666666667,34.3666666666667,34.37
"47641","NN5170",340.5,34.05,34.05
"47642","NN5171",339.5,33.95,33.95
"47643","NN5172",337.6,33.76,33.76
"47644","NN5173",335.555555555556,33.5555555555556,33.56
"47645","NN5174",333.833333333333,33.3833333333333,33.38
"47646","NN5175",332.75,33.275,33.27
"47647","NN5176",333,33.3,33.3
"47648","NN5177",333,33.3,33.3
"47649","NN5178",334.25,33.425,33.43
"47650","NN5179",334,33.4,33.4
"47651","NN5180",335.25,33.525,33.52
"47652","NN5181",335,33.5,33.5
"47653","NN5182",335,33.5,33.5
"47654","NN5183",335,33.5,33.5
"47655","NN5184",335.75,33.575,33.58
"47656","NN5185",336.666666666667,33.6666666666667,33.67
"47657","NN5186",337.5,33.75,33.75
"47658","NN5187",338.5,33.85,33.85
"47659","NN5188",338.666666666667,33.8666666666667,33.87
"47660","NN5189",338,33.8,33.8
"47661","NN5190",337.5,33.75,33.75
"47662","NN5191",337,33.7,33.7
"47663","NN5192",336,33.6,33.6
"47664","NN5193",335.5,33.55,33.55
"47665","NN5194",336.4,33.64,33.64
"47666","NN5195",338,33.8,33.8
"47667","NN5196",339.5,33.95,33.95
"47668","NN5197",340,34,34
"47669","NN5198",340,34,34
"47670","NN5199",338.428571428571,33.8428571428571,33.84
"47671","NN5200",298.5,29.85,29.85
"47672","NN5201",301,30.1,30.1
"47673","NN5202",303.5,30.35,30.35
"47674","NN5203",305.5,30.55,30.55
"47675","NN5204",307,30.7,30.7
"47676","NN5205",308,30.8,30.8
"47677","NN5206",309,30.9,30.9
"47678","NN5207",311.333333333333,31.1333333333333,31.13
"47679","NN5208",313,31.3,31.3
"47680","NN5209",315.5,31.55,31.55
"47681","NN5210",315.5,31.55,31.55
"47682","NN5211",315.5,31.55,31.55
"47683","NN5212",314.6,31.46,31.46
"47684","NN5213",313.5,31.35,31.35
"47685","NN5214",313,31.3,31.3
"47686","NN5215",313,31.3,31.3
"47687","NN5216",313.6,31.36,31.36
"47688","NN5217",314.333333333333,31.4333333333333,31.43
"47689","NN5218",316.5,31.65,31.65
"47690","NN5219",319,31.9,31.9
"47691","NN5220",321.714285714286,32.1714285714286,32.17
"47692","NN5221",323.333333333333,32.3333333333333,32.33
"47693","NN5222",322.5,32.25,32.25
"47694","NN5223",321.5,32.15,32.15
"47695","NN5224",320.5,32.05,32.05
"47696","NN5225",320.5,32.05,32.05
"47697","NN5226",321,32.1,32.1
"47698","NN5227",322.8,32.28,32.28
"47699","NN5228",324.833333333333,32.4833333333333,32.48
"47700","NN5229",327.166666666667,32.7166666666667,32.72
"47701","NN5230",329.166666666667,32.9166666666667,32.92
"47702","NN5231",330,33,33
"47703","NN5232",331,33.1,33.1
"47704","NN5233",332.5,33.25,33.25
"47705","NN5234",334.2,33.42,33.42
"47706","NN5235",336.5,33.65,33.65
"47707","NN5236",338.333333333333,33.8333333333333,33.83
"47708","NN5237",341,34.1,34.1
"47709","NN5238",341.5,34.15,34.15
"47710","NN5239",341,34.1,34.1
"47711","NN5240",340,34,34
"47712","NN5241",340,34,34
"47713","NN5242",339,33.9,33.9
"47714","NN5243",338.5,33.85,33.85
"47715","NN5244",338.5,33.85,33.85
"47716","NN5245",338.5,33.85,33.85
"47717","NN5246",337.5,33.75,33.75
"47718","NN5247",337,33.7,33.7
"47719","NN5248",336,33.6,33.6
"47720","NN5249",334.5,33.45,33.45
"47721","NN5250",332.6,33.26,33.26
"47722","NN5251",331.5,33.15,33.15
"47723","NN5252",331,33.1,33.1
"47724","NN5253",332,33.2,33.2
"47725","NN5254",334,33.4,33.4
"47726","NN5255",337,33.7,33.7
"47727","NN5256",340.5,34.05,34.05
"47728","NN5257",343.5,34.35,34.35
"47729","NN5258",346.5,34.65,34.65
"47730","NN5259",349.666666666667,34.9666666666667,34.97
"47731","NN5260",352.666666666667,35.2666666666667,35.27
"47732","NN5261",354.5,35.45,35.45
"47733","NN5262",354.5,35.45,35.45
"47734","NN5263",354,35.4,35.4
"47735","NN5264",354,35.4,35.4
"47736","NN5265",352.6,35.26,35.26
"47737","NN5266",351.4,35.14,35.14
"47738","NN5267",349,34.9,34.9
"47739","NN5268",347,34.7,34.7
"47740","NN5269",344,34.4,34.4
"47741","NN5270",341,34.1,34.1
"47742","NN5271",338,33.8,33.8
"47743","NN5272",335,33.5,33.5
"47744","NN5273",332.714285714286,33.2714285714286,33.27
"47745","NN5274",330.833333333333,33.0833333333333,33.08
"47746","NN5275",330,33,33
"47747","NN5276",329.666666666667,32.9666666666667,32.97
"47748","NN5277",330,33,33
"47749","NN5278",330.5,33.05,33.05
"47750","NN5279",331.25,33.125,33.12
"47751","NN5280",331,33.1,33.1
"47752","NN5281",330.75,33.075,33.08
"47753","NN5282",330.75,33.075,33.08
"47754","NN5283",331,33.1,33.1
"47755","NN5284",332,33.2,33.2
"47756","NN5285",333.5,33.35,33.35
"47757","NN5286",334.571428571429,33.4571428571429,33.46
"47758","NN5287",335.2,33.52,33.52
"47759","NN5288",336,33.6,33.6
"47760","NN5289",336,33.6,33.6
"47761","NN5290",336,33.6,33.6
"47762","NN5291",335.5,33.55,33.55
"47763","NN5292",335,33.5,33.5
"47764","NN5293",334.5,33.45,33.45
"47765","NN5294",335.5,33.55,33.55
"47766","NN5295",336.4,33.64,33.64
"47767","NN5296",337.5,33.75,33.75
"47768","NN5297",338,33.8,33.8
"47769","NN5298",337.5,33.75,33.75
"47770","NN5299",336.428571428571,33.6428571428571,33.64
"47771","NN5300",297,29.7,29.7
"47772","NN5301",300,30,30
"47773","NN5302",302.5,30.25,30.25
"47774","NN5303",304.4,30.44,30.44
"47775","NN5304",305.6,30.56,30.56
"47776","NN5305",307,30.7,30.7
"47777","NN5306",309,30.9,30.9
"47778","NN5307",310.75,31.075,31.08
"47779","NN5308",314,31.4,31.4
"47780","NN5309",314.5,31.45,31.45
"47781","NN5310",315,31.5,31.5
"47782","NN5311",314.5,31.45,31.45
"47783","NN5312",313.4,31.34,31.34
"47784","NN5313",312,31.2,31.2
"47785","NN5314",311,31.1,31.1
"47786","NN5315",311,31.1,31.1
"47787","NN5316",311,31.1,31.1
"47788","NN5317",312,31.2,31.2
"47789","NN5318",314.166666666667,31.4166666666667,31.42
"47790","NN5319",316.666666666667,31.6666666666667,31.67
"47791","NN5320",320.25,32.025,32.02
"47792","NN5321",322.5,32.25,32.25
"47793","NN5322",322,32.2,32.2
"47794","NN5323",321,32.1,32.1
"47795","NN5324",320,32,32
"47796","NN5325",319.5,31.95,31.95
"47797","NN5326",320,32,32
"47798","NN5327",320.5,32.05,32.05
"47799","NN5328",322.5,32.25,32.25
"47800","NN5329",325,32.5,32.5
"47801","NN5330",327,32.7,32.7
"47802","NN5331",328.5,32.85,32.85
"47803","NN5332",329.6,32.96,32.96
"47804","NN5333",331.5,33.15,33.15
"47805","NN5334",333.5,33.35,33.35
"47806","NN5335",335.333333333333,33.5333333333333,33.53
"47807","NN5336",338.666666666667,33.8666666666667,33.87
"47808","NN5337",340,34,34
"47809","NN5338",340.5,34.05,34.05
"47810","NN5339",340,34,34
"47811","NN5340",339.2,33.92,33.92
"47812","NN5341",338.5,33.85,33.85
"47813","NN5342",338,33.8,33.8
"47814","NN5343",337,33.7,33.7
"47815","NN5344",337,33.7,33.7
"47816","NN5345",337.5,33.75,33.75
"47817","NN5346",337.5,33.75,33.75
"47818","NN5347",336,33.6,33.6
"47819","NN5348",335,33.5,33.5
"47820","NN5349",333.5,33.35,33.35
"47821","NN5350",331.5,33.15,33.15
"47822","NN5351",330,33,33
"47823","NN5352",329.5,32.95,32.95
"47824","NN5353",330.4,33.04,33.04
"47825","NN5354",332,33.2,33.2
"47826","NN5355",335.5,33.55,33.55
"47827","NN5356",338.5,33.85,33.85
"47828","NN5357",341.5,34.15,34.15
"47829","NN5358",344.4,34.44,34.44
"47830","NN5359",349.5,34.95,34.95
"47831","NN5360",353,35.3,35.3
"47832","NN5361",354.5,35.45,35.45
"47833","NN5362",355,35.5,35.5
"47834","NN5363",355,35.5,35.5
"47835","NN5364",354.5,35.45,35.45
"47836","NN5365",353.5,35.35,35.35
"47837","NN5366",352,35.2,35.2
"47838","NN5367",350.5,35.05,35.05
"47839","NN5368",348,34.8,34.8
"47840","NN5369",345.333333333333,34.5333333333333,34.53
"47841","NN5370",340.666666666667,34.0666666666667,34.07
"47842","NN5371",338,33.8,33.8
"47843","NN5372",333.833333333333,33.3833333333333,33.38
"47844","NN5373",330.5,33.05,33.05
"47845","NN5374",329,32.9,32.9
"47846","NN5375",328,32.8,32.8
"47847","NN5376",327.5,32.75,32.75
"47848","NN5377",328,32.8,32.8
"47849","NN5378",328,32.8,32.8
"47850","NN5379",328,32.8,32.8
"47851","NN5380",328,32.8,32.8
"47852","NN5381",328,32.8,32.8
"47853","NN5382",328.25,32.825,32.83
"47854","NN5383",327.5,32.75,32.75
"47855","NN5384",329,32.9,32.9
"47856","NN5385",329.428571428571,32.9428571428571,32.94
"47857","NN5386",331,33.1,33.1
"47858","NN5387",332.5,33.25,33.25
"47859","NN5388",333.4,33.34,33.34
"47860","NN5389",334,33.4,33.4
"47861","NN5390",334.5,33.45,33.45
"47862","NN5391",334.5,33.45,33.45
"47863","NN5392",334.5,33.45,33.45
"47864","NN5393",334.5,33.45,33.45
"47865","NN5394",334.5,33.45,33.45
"47866","NN5395",335.5,33.55,33.55
"47867","NN5396",336.5,33.65,33.65
"47868","NN5397",337.5,33.75,33.75
"47869","NN5398",336.5,33.65,33.65
"47870","NN5399",334.5,33.45,33.45
"47871","NN5400",296,29.6,29.6
"47872","NN5401",299,29.9,29.9
"47873","NN5402",301,30.1,30.1
"47874","NN5403",302.6,30.26,30.26
"47875","NN5404",304.5,30.45,30.45
"47876","NN5405",306.5,30.65,30.65
"47877","NN5406",309,30.9,30.9
"47878","NN5407",311,31.1,31.1
"47879","NN5408",312.5,31.25,31.25
"47880","NN5409",314,31.4,31.4
"47881","NN5410",313.5,31.35,31.35
"47882","NN5411",312.5,31.25,31.25
"47883","NN5412",311.5,31.15,31.15
"47884","NN5413",310.5,31.05,31.05
"47885","NN5414",309.5,30.95,30.95
"47886","NN5415",309,30.9,30.9
"47887","NN5416",309,30.9,30.9
"47888","NN5417",310.5,31.05,31.05
"47889","NN5418",312.5,31.25,31.25
"47890","NN5419",316.166666666667,31.6166666666667,31.62
"47891","NN5420",319.571428571429,31.9571428571429,31.96
"47892","NN5421",321,32.1,32.1
"47893","NN5422",321,32.1,32.1
"47894","NN5423",320,32,32
"47895","NN5424",319.666666666667,31.9666666666667,31.97
"47896","NN5425",319,31.9,31.9
"47897","NN5426",318.5,31.85,31.85
"47898","NN5427",319,31.9,31.9
"47899","NN5428",320.6,32.06,32.06
"47900","NN5429",322.5,32.25,32.25
"47901","NN5430",324.666666666667,32.4666666666667,32.47
"47902","NN5431",326.2,32.62,32.62
"47903","NN5432",328.5,32.85,32.85
"47904","NN5433",330.4,33.04,33.04
"47905","NN5434",333,33.3,33.3
"47906","NN5435",335.666666666667,33.5666666666667,33.57
"47907","NN5436",337.5,33.75,33.75
"47908","NN5437",339,33.9,33.9
"47909","NN5438",339.5,33.95,33.95
"47910","NN5439",339,33.9,33.9
"47911","NN5440",338,33.8,33.8
"47912","NN5441",337,33.7,33.7
"47913","NN5442",336,33.6,33.6
"47914","NN5443",336,33.6,33.6
"47915","NN5444",336,33.6,33.6
"47916","NN5445",336.5,33.65,33.65
"47917","NN5446",336.5,33.65,33.65
"47918","NN5447",336,33.6,33.6
"47919","NN5448",334,33.4,33.4
"47920","NN5449",332.5,33.25,33.25
"47921","NN5450",330.5,33.05,33.05
"47922","NN5451",329,32.9,32.9
"47923","NN5452",328.5,32.85,32.85
"47924","NN5453",329,32.9,32.9
"47925","NN5454",331.666666666667,33.1666666666667,33.17
"47926","NN5455",334,33.4,33.4
"47927","NN5456",336.5,33.65,33.65
"47928","NN5457",339.4,33.94,33.94
"47929","NN5458",345.166666666667,34.5166666666667,34.52
"47930","NN5459",349.2,34.92,34.92
"47931","NN5460",352.5,35.25,35.25
"47932","NN5461",354,35.4,35.4
"47933","NN5462",354.5,35.45,35.45
"47934","NN5463",354.5,35.45,35.45
"47935","NN5464",354.5,35.45,35.45
"47936","NN5465",353.5,35.35,35.35
"47937","NN5466",352,35.2,35.2
"47938","NN5467",351,35.1,35.1
"47939","NN5468",348.333333333333,34.8333333333333,34.83
"47940","NN5469",345.4,34.54,34.54
"47941","NN5470",342.6,34.26,34.26
"47942","NN5471",337.5,33.75,33.75
"47943","NN5472",333.666666666667,33.3666666666667,33.37
"47944","NN5473",330.5,33.05,33.05
"47945","NN5474",329,32.9,32.9
"47946","NN5475",328,32.8,32.8
"47947","NN5476",327.5,32.75,32.75
"47948","NN5477",327.5,32.75,32.75
"47949","NN5478",327,32.7,32.7
"47950","NN5479",326.5,32.65,32.65
"47951","NN5480",326.5,32.65,32.65
"47952","NN5481",326,32.6,32.6
"47953","NN5482",325.5,32.55,32.55
"47954","NN5483",325.5,32.55,32.55
"47955","NN5484",326,32.6,32.6
"47956","NN5485",327.142857142857,32.7142857142857,32.71
"47957","NN5486",328.4,32.84,32.84
"47958","NN5487",330.2,33.02,33.02
"47959","NN5488",331.5,33.15,33.15
"47960","NN5489",332.5,33.25,33.25
"47961","NN5490",333,33.3,33.3
"47962","NN5491",333.5,33.35,33.35
"47963","NN5492",333.5,33.35,33.35
"47964","NN5493",333.5,33.35,33.35
"47965","NN5494",334,33.4,33.4
"47966","NN5495",335,33.5,33.5
"47967","NN5496",336.5,33.65,33.65
"47968","NN5497",336,33.6,33.6
"47969","NN5498",335.4,33.54,33.54
"47970","NN5499",333,33.3,33.3
"47971","NN5500",294.5,29.45,29.45
"47972","NN5501",297,29.7,29.7
"47973","NN5502",299.5,29.95,29.95
"47974","NN5503",301.5,30.15,30.15
"47975","NN5504",303.5,30.35,30.35
"47976","NN5505",305.5,30.55,30.55
"47977","NN5506",308,30.8,30.8
"47978","NN5507",309.6,30.96,30.96
"47979","NN5508",311.5,31.15,31.15
"47980","NN5509",311.666666666667,31.1666666666667,31.17
"47981","NN5510",311.166666666667,31.1166666666667,31.12
"47982","NN5511",310.166666666667,31.0166666666667,31.02
"47983","NN5512",309.6,30.96,30.96
"47984","NN5513",308.5,30.85,30.85
"47985","NN5514",308,30.8,30.8
"47986","NN5515",307.5,30.75,30.75
"47987","NN5516",308,30.8,30.8
"47988","NN5517",309.5,30.95,30.95
"47989","NN5518",311.5,31.15,31.15
"47990","NN5519",315.166666666667,31.5166666666667,31.52
"47991","NN5520",318.4,31.84,31.84
"47992","NN5521",319,31.9,31.9
"47993","NN5522",319,31.9,31.9
"47994","NN5523",319,31.9,31.9
"47995","NN5524",319,31.9,31.9
"47996","NN5525",318,31.8,31.8
"47997","NN5526",317.5,31.75,31.75
"47998","NN5527",318,31.8,31.8
"47999","NN5528",318.5,31.85,31.85
"48000","NN5529",320,32,32
"48001","NN5530",322,32.2,32.2
"48002","NN5531",324,32.4,32.4
"48003","NN5532",327,32.7,32.7
"48004","NN5533",330.5,33.05,33.05
"48005","NN5534",332.5,33.25,33.25
"48006","NN5535",334.333333333333,33.4333333333333,33.43
"48007","NN5536",337,33.7,33.7
"48008","NN5537",338,33.8,33.8
"48009","NN5538",338.333333333333,33.8333333333333,33.83
"48010","NN5539",338,33.8,33.8
"48011","NN5540",336.6,33.66,33.66
"48012","NN5541",335.5,33.55,33.55
"48013","NN5542",335,33.5,33.5
"48014","NN5543",334.5,33.45,33.45
"48015","NN5544",335,33.5,33.5
"48016","NN5545",335.4,33.54,33.54
"48017","NN5546",336,33.6,33.6
"48018","NN5547",335,33.5,33.5
"48019","NN5548",334,33.4,33.4
"48020","NN5549",332,33.2,33.2
"48021","NN5550",329.333333333333,32.9333333333333,32.93
"48022","NN5551",328,32.8,32.8
"48023","NN5552",327.5,32.75,32.75
"48024","NN5553",328.5,32.85,32.85
"48025","NN5554",330.5,33.05,33.05
"48026","NN5555",332.5,33.25,33.25
"48027","NN5556",335,33.5,33.5
"48028","NN5557",338.5,33.85,33.85
"48029","NN5558",344.166666666667,34.4166666666667,34.42
"48030","NN5559",349,34.9,34.9
"48031","NN5560",351.5,35.15,35.15
"48032","NN5561",353,35.3,35.3
"48033","NN5562",354,35.4,35.4
"48034","NN5563",354,35.4,35.4
"48035","NN5564",353,35.3,35.3
"48036","NN5565",352.5,35.25,35.25
"48037","NN5566",351.4,35.14,35.14
"48038","NN5567",350,35,35
"48039","NN5568",349,34.9,34.9
"48040","NN5569",346.333333333333,34.6333333333333,34.63
"48041","NN5570",343.4,34.34,34.34
"48042","NN5571",339.222222222222,33.9222222222222,33.92
"48043","NN5572",335.166666666667,33.5166666666667,33.52
"48044","NN5573",333,33.3,33.3
"48045","NN5574",331.166666666667,33.1166666666667,33.12
"48046","NN5575",329.833333333333,32.9833333333333,32.98
"48047","NN5576",329.5,32.95,32.95
"48048","NN5577",328.5,32.85,32.85
"48049","NN5578",328,32.8,32.8
"48050","NN5579",327.5,32.75,32.75
"48051","NN5580",327,32.7,32.7
"48052","NN5581",326,32.6,32.6
"48053","NN5582",325,32.5,32.5
"48054","NN5583",324.5,32.45,32.45
"48055","NN5584",324.5,32.45,32.45
"48056","NN5585",325.4,32.54,32.54
"48057","NN5586",326.6,32.66,32.66
"48058","NN5587",328.4,32.84,32.84
"48059","NN5588",329.5,32.95,32.95
"48060","NN5589",330.6,33.06,33.06
"48061","NN5590",332,33.2,33.2
"48062","NN5591",332,33.2,33.2
"48063","NN5592",332.5,33.25,33.25
"48064","NN5593",332.5,33.25,33.25
"48065","NN5594",334,33.4,33.4
"48066","NN5595",334.8,33.48,33.48
"48067","NN5596",335.5,33.55,33.55
"48068","NN5597",335.333333333333,33.5333333333333,33.53
"48069","NN5598",333.5,33.35,33.35
"48070","NN5599",332,33.2,33.2
"48071","NN5600",293,29.3,29.3
"48072","NN5601",296,29.6,29.6
"48073","NN5602",298,29.8,29.8
"48074","NN5603",300.5,30.05,30.05
"48075","NN5604",302.4,30.24,30.24
"48076","NN5605",304.375,30.4375,30.44
"48077","NN5606",306.285714285714,30.6285714285714,30.63
"48078","NN5607",308.6,30.86,30.86
"48079","NN5608",308.666666666667,30.8666666666667,30.87
"48080","NN5609",308.5,30.85,30.85
"48081","NN5610",308,30.8,30.8
"48082","NN5611",307.6,30.76,30.76
"48083","NN5612",307,30.7,30.7
"48084","NN5613",307,30.7,30.7
"48085","NN5614",306.5,30.65,30.65
"48086","NN5615",307,30.7,30.7
"48087","NN5616",308,30.8,30.8
"48088","NN5617",309,30.9,30.9
"48089","NN5618",312,31.2,31.2
"48090","NN5619",314.8,31.48,31.48
"48091","NN5620",317,31.7,31.7
"48092","NN5621",318,31.8,31.8
"48093","NN5622",318,31.8,31.8
"48094","NN5623",318,31.8,31.8
"48095","NN5624",317.5,31.75,31.75
"48096","NN5625",317,31.7,31.7
"48097","NN5626",316,31.6,31.6
"48098","NN5627",316,31.6,31.6
"48099","NN5628",316.5,31.65,31.65
"48100","NN5629",317.666666666667,31.7666666666667,31.77
"48101","NN5630",319.333333333333,31.9333333333333,31.93
"48102","NN5631",322.625,32.2625,32.26
"48103","NN5632",326,32.6,32.6
"48104","NN5633",329.333333333333,32.9333333333333,32.93
"48105","NN5634",332,33.2,33.2
"48106","NN5635",334.666666666667,33.4666666666667,33.47
"48107","NN5636",336,33.6,33.6
"48108","NN5637",337,33.7,33.7
"48109","NN5638",337.5,33.75,33.75
"48110","NN5639",336.5,33.65,33.65
"48111","NN5640",335,33.5,33.5
"48112","NN5641",333.5,33.35,33.35
"48113","NN5642",333,33.3,33.3
"48114","NN5643",333,33.3,33.3
"48115","NN5644",333.5,33.35,33.35
"48116","NN5645",334.75,33.475,33.48
"48117","NN5646",335.5,33.55,33.55
"48118","NN5647",334.5,33.45,33.45
"48119","NN5648",333,33.3,33.3
"48120","NN5649",331.5,33.15,33.15
"48121","NN5650",329.666666666667,32.9666666666667,32.97
"48122","NN5651",327.5,32.75,32.75
"48123","NN5652",327,32.7,32.7
"48124","NN5653",328,32.8,32.8
"48125","NN5654",329.5,32.95,32.95
"48126","NN5655",331.5,33.15,33.15
"48127","NN5656",334,33.4,33.4
"48128","NN5657",339,33.9,33.9
"48129","NN5658",343.25,34.325,34.33
"48130","NN5659",347.5,34.75,34.75
"48131","NN5660",350,35,35
"48132","NN5661",351.5,35.15,35.15
"48133","NN5662",352,35.2,35.2
"48134","NN5663",352,35.2,35.2
"48135","NN5664",351.5,35.15,35.15
"48136","NN5665",350.333333333333,35.0333333333333,35.03
"48137","NN5666",349.6,34.96,34.96
"48138","NN5667",348.5,34.85,34.85
"48139","NN5668",348,34.8,34.8
"48140","NN5669",347,34.7,34.7
"48141","NN5670",343.6,34.36,34.36
"48142","NN5671",341.5,34.15,34.15
"48143","NN5672",338.666666666667,33.8666666666667,33.87
"48144","NN5673",336.833333333333,33.6833333333333,33.68
"48145","NN5674",335,33.5,33.5
"48146","NN5675",333.5,33.35,33.35
"48147","NN5676",332.333333333333,33.2333333333333,33.23
"48148","NN5677",331.166666666667,33.1166666666667,33.12
"48149","NN5678",330.6,33.06,33.06
"48150","NN5679",329.4,32.94,32.94
"48151","NN5680",328,32.8,32.8
"48152","NN5681",327,32.7,32.7
"48153","NN5682",325.6,32.56,32.56
"48154","NN5683",324.5,32.45,32.45
"48155","NN5684",324,32.4,32.4
"48156","NN5685",324.5,32.45,32.45
"48157","NN5686",325.4,32.54,32.54
"48158","NN5687",326.5,32.65,32.65
"48159","NN5688",327.4,32.74,32.74
"48160","NN5689",329.2,32.92,32.92
"48161","NN5690",330,33,33
"48162","NN5691",331,33.1,33.1
"48163","NN5692",331.5,33.15,33.15
"48164","NN5693",332,33.2,33.2
"48165","NN5694",333.5,33.35,33.35
"48166","NN5695",334.5,33.45,33.45
"48167","NN5696",335,33.5,33.5
"48168","NN5697",334.5,33.45,33.45
"48169","NN5698",333,33.3,33.3
"48170","NN5699",330,33,33
"48171","NN5700",291.5,29.15,29.15
"48172","NN5701",294,29.4,29.4
"48173","NN5702",296.5,29.65,29.65
"48174","NN5703",299,29.9,29.9
"48175","NN5704",300.5,30.05,30.05
"48176","NN5705",302.625,30.2625,30.26
"48177","NN5706",305.5,30.55,30.55
"48178","NN5707",306,30.6,30.6
"48179","NN5708",306,30.6,30.6
"48180","NN5709",305.4,30.54,30.54
"48181","NN5710",305.5,30.55,30.55
"48182","NN5711",305.5,30.55,30.55
"48183","NN5712",305.5,30.55,30.55
"48184","NN5713",305.5,30.55,30.55
"48185","NN5714",306.5,30.65,30.65
"48186","NN5715",307.5,30.75,30.75
"48187","NN5716",308.5,30.85,30.85
"48188","NN5717",310.4,31.04,31.04
"48189","NN5718",312,31.2,31.2
"48190","NN5719",315,31.5,31.5
"48191","NN5720",316,31.6,31.6
"48192","NN5721",316.5,31.65,31.65
"48193","NN5722",317.5,31.75,31.75
"48194","NN5723",317.5,31.75,31.75
"48195","NN5724",317,31.7,31.7
"48196","NN5725",316.5,31.65,31.65
"48197","NN5726",315.5,31.55,31.55
"48198","NN5727",315,31.5,31.5
"48199","NN5728",315.5,31.55,31.55
"48200","NN5729",316,31.6,31.6
"48201","NN5730",317.4,31.74,31.74
"48202","NN5731",321,32.1,32.1
"48203","NN5732",325.5,32.55,32.55
"48204","NN5733",328.4,32.84,32.84
"48205","NN5734",331.333333333333,33.1333333333333,33.13
"48206","NN5735",334,33.4,33.4
"48207","NN5736",335,33.5,33.5
"48208","NN5737",336,33.6,33.6
"48209","NN5738",335.5,33.55,33.55
"48210","NN5739",334.5,33.45,33.45
"48211","NN5740",333.4,33.34,33.34
"48212","NN5741",332,33.2,33.2
"48213","NN5742",331,33.1,33.1
"48214","NN5743",331,33.1,33.1
"48215","NN5744",332.5,33.25,33.25
"48216","NN5745",334,33.4,33.4
"48217","NN5746",334.5,33.45,33.45
"48218","NN5747",334.5,33.45,33.45
"48219","NN5748",333,33.3,33.3
"48220","NN5749",331.5,33.15,33.15
"48221","NN5750",329.5,32.95,32.95
"48222","NN5751",328,32.8,32.8
"48223","NN5752",326.5,32.65,32.65
"48224","NN5753",327,32.7,32.7
"48225","NN5754",328.5,32.85,32.85
"48226","NN5755",330.5,33.05,33.05
"48227","NN5756",333,33.3,33.3
"48228","NN5757",337.333333333333,33.7333333333333,33.73
"48229","NN5758",342.5,34.25,34.25
"48230","NN5759",345.5,34.55,34.55
"48231","NN5760",348,34.8,34.8
"48232","NN5761",349.5,34.95,34.95
"48233","NN5762",350,35,35
"48234","NN5763",350,35,35
"48235","NN5764",349.166666666667,34.9166666666667,34.92
"48236","NN5765",347.666666666667,34.7666666666667,34.77
"48237","NN5766",346.4,34.64,34.64
"48238","NN5767",346.8,34.68,34.68
"48239","NN5768",346.6,34.66,34.66
"48240","NN5769",345.5,34.55,34.55
"48241","NN5770",343.857142857143,34.3857142857143,34.39
"48242","NN5771",341.8,34.18,34.18
"48243","NN5772",340.6,34.06,34.06
"48244","NN5773",339,33.9,33.9
"48245","NN5774",337.5,33.75,33.75
"48246","NN5775",336,33.6,33.6
"48247","NN5776",334.5,33.45,33.45
"48248","NN5777",333,33.3,33.3
"48249","NN5778",332,33.2,33.2
"48250","NN5779",330,33,33
"48251","NN5780",329,32.9,32.9
"48252","NN5781",328,32.8,32.8
"48253","NN5782",326,32.6,32.6
"48254","NN5783",325,32.5,32.5
"48255","NN5784",323.5,32.35,32.35
"48256","NN5785",323.5,32.35,32.35
"48257","NN5786",324,32.4,32.4
"48258","NN5787",324.6,32.46,32.46
"48259","NN5788",325.166666666667,32.5166666666667,32.52
"48260","NN5789",326.5,32.65,32.65
"48261","NN5790",327.833333333333,32.7833333333333,32.78
"48262","NN5791",329,32.9,32.9
"48263","NN5792",329.75,32.975,32.98
"48264","NN5793",331.4,33.14,33.14
"48265","NN5794",332.5,33.25,33.25
"48266","NN5795",333.5,33.35,33.35
"48267","NN5796",333.8,33.38,33.38
"48268","NN5797",333,33.3,33.3
