"","tile_name","mean_seasonality_1981_2010","mean_seasonality_1981_2010_degrees","mean_seasonality_1981_2010_2pd"
"44486","NN2015",3874.16666666667,3.87416666666667,3.87
"44487","NN2016",3858.83333333333,3.85883333333333,3.86
"44488","NN2017",3849.83333333333,3.84983333333333,3.85
"44489","NN2018",3823.5,3.8235,3.82
"44490","NN2019",3826,3.826,3.83
"44491","NN2020",3866.33333333333,3.86633333333333,3.87
"44492","NN2021",3885.66666666667,3.88566666666667,3.89
"44493","NN2022",3888.83333333333,3.88883333333333,3.89
"44494","NN2023",3896.66666666667,3.89666666666667,3.9
"44495","NN2024",3895.57142857143,3.89557142857143,3.9
"44496","NN2025",3936.66666666667,3.93666666666667,3.94
"44497","NN2026",3997.83333333333,3.99783333333333,4
"44498","NN2027",4007,4.007,4.01
"44499","NN2028",4007.4,4.0074,4.01
"44500","NN2029",3977.83333333333,3.97783333333333,3.98
"44501","NN2030",3927.83333333333,3.92783333333333,3.93
"44502","NN2031",3908.25,3.90825,3.91
"44503","NN2032",3946.5,3.9465,3.95
"44504","NN2033",3949.6,3.9496,3.95
"44505","NN2034",3908.83333333333,3.90883333333333,3.91
"44506","NN2035",3919.5,3.9195,3.92
"44507","NN2036",3972.57142857143,3.97257142857143,3.97
"44508","NN2037",3961.28571428571,3.96128571428571,3.96
"44509","NN2038",3928.22222222222,3.92822222222222,3.93
"44510","NN2039",3928,3.928,3.93
"44511","NN2040",3962.2,3.9622,3.96
"44512","NN2041",4010.4,4.0104,4.01
"44513","NN2042",4012.83333333333,4.01283333333333,4.01
"44514","NN2043",3993,3.993,3.99
"44515","NN2044",3961.2,3.9612,3.96
"44516","NN2045",3896.4,3.8964,3.9
"44517","NN2046",3889.16666666667,3.88916666666667,3.89
"44518","NN2047",3937.83333333333,3.93783333333333,3.94
"44519","NN2048",3975.85714285714,3.97585714285714,3.98
"44520","NN2049",4004.8,4.0048,4
"44521","NN2050",4033.33333333333,4.03333333333333,4.03
"44522","NN2051",4012,4.012,4.01
"44523","NN2052",3924,3.924,3.92
"44524","NN2053",3928.5,3.9285,3.93
"44525","NN2054",3983.5,3.9835,3.98
"44526","NN2055",4017.66666666667,4.01766666666667,4.02
"44527","NN2056",4008,4.008,4.01
"44528","NN2057",3957.5,3.9575,3.96
"44529","NN2058",3957.5,3.9575,3.96
"44530","NN2059",3998.66666666667,3.99866666666667,4
"44531","NN2060",4062.28571428571,4.06228571428571,4.06
"44532","NN2061",4101.5,4.1015,4.1
"44533","NN2062",4071.66666666667,4.07166666666667,4.07
"44534","NN2063",4026.16666666667,4.02616666666667,4.03
"44535","NN2064",3936.75,3.93675,3.94
"44536","NN2065",3883.6,3.8836,3.88
"44537","NN2066",3933.16666666667,3.93316666666667,3.93
"44538","NN2067",3998.66666666667,3.99866666666667,4
"44539","NN2068",4034.5,4.0345,4.03
"44540","NN2069",3983.66666666667,3.98366666666667,3.98
"44541","NN2070",3908.5,3.9085,3.91
"44542","NN2071",3914,3.914,3.91
"44543","NN2072",3902.33333333333,3.90233333333333,3.9
"44544","NN2073",3867.83333333333,3.86783333333333,3.87
"44545","NN2074",3878.83333333333,3.87883333333333,3.88
"44546","NN2075",3918,3.918,3.92
"44547","NN2076",4002.5,4.0025,4
"44548","NN2077",4097,4.097,4.1
"44549","NN2078",4131.5,4.1315,4.13
"44550","NN2079",4134,4.134,4.13
"44551","NN2080",4154.16666666667,4.15416666666667,4.15
"44552","NN2081",4163.75,4.16375,4.16
"44553","NN2082",4144,4.144,4.14
"44554","NN2083",4142.2,4.1422,4.14
"44555","NN2084",4147.57142857143,4.14757142857143,4.15
"44556","NN2085",4162.16666666667,4.16216666666667,4.16
"44557","NN2086",4172.6,4.1726,4.17
"44558","NN2087",4178.33333333333,4.17833333333333,4.18
"44559","NN2088",4175.33333333333,4.17533333333333,4.18
"44560","NN2089",4097.2,4.0972,4.1
"44561","NN2090",3986.33333333333,3.98633333333333,3.99
"44562","NN2091",3924.33333333333,3.92433333333333,3.92
"44563","NN2092",3970.33333333333,3.97033333333333,3.97
"44564","NN2093",4021,4.021,4.02
"44565","NN2094",4003.2,4.0032,4
"44566","NN2095",4002.5,4.0025,4
"44567","NN2096",4050.4,4.0504,4.05
"44568","NN2097",4064.83333333333,4.06483333333333,4.06
"44569","NN2098",4086.83333333333,4.08683333333333,4.09
"44570","NN2099",4112,4.112,4.11
"44571","NN2100",3879.33333333333,3.87933333333333,3.88
"44572","NN2101",3890.75,3.89075,3.89
"44573","NN2102",3867.4,3.8674,3.87
"44574","NN2103",3838.5,3.8385,3.84
"44575","NN2104",3832.6,3.8326,3.83
"44576","NN2105",3867.8,3.8678,3.87
"44577","NN2106",3875,3.875,3.88
"44578","NN2107",3848.16666666667,3.84816666666667,3.85
"44579","NN2108",3849,3.849,3.85
"44580","NN2109",3896,3.896,3.9
"44581","NN2110",3882.5,3.8825,3.88
"44582","NN2111",3858.125,3.858125,3.86
"44583","NN2112",3887.8,3.8878,3.89
"44584","NN2113",3932.6,3.9326,3.93
"44585","NN2114",3952.33333333333,3.95233333333333,3.95
"44586","NN2115",3930.5,3.9305,3.93
"44587","NN2116",3895.5,3.8955,3.9
"44588","NN2117",3878,3.878,3.88
"44589","NN2118",3858.66666666667,3.85866666666667,3.86
"44590","NN2119",3841.33333333333,3.84133333333333,3.84
"44591","NN2120",3857.83333333333,3.85783333333333,3.86
"44592","NN2121",3903.5,3.9035,3.9
"44593","NN2122",3923.16666666667,3.92316666666667,3.92
"44594","NN2123",3906.5,3.9065,3.91
"44595","NN2124",3917,3.917,3.92
"44596","NN2125",3968,3.968,3.97
"44597","NN2126",3997.6,3.9976,4
"44598","NN2127",3987.25,3.98725,3.99
"44599","NN2128",3999.66666666667,3.99966666666667,4
"44600","NN2129",4011,4.011,4.01
"44601","NN2130",3977,3.977,3.98
"44602","NN2131",3949.6,3.9496,3.95
"44603","NN2132",3956.8,3.9568,3.96
"44604","NN2133",3977.6,3.9776,3.98
"44605","NN2134",3946.66666666667,3.94666666666667,3.95
"44606","NN2135",3925.5,3.9255,3.93
"44607","NN2136",3968.2,3.9682,3.97
"44608","NN2137",3967.22222222222,3.96722222222222,3.97
"44609","NN2138",3955.8,3.9558,3.96
"44610","NN2139",3950.8,3.9508,3.95
"44611","NN2140",3962.8,3.9628,3.96
"44612","NN2141",3994,3.994,3.99
"44613","NN2142",3996.4,3.9964,4
"44614","NN2143",3967.5,3.9675,3.97
"44615","NN2144",3931.4,3.9314,3.93
"44616","NN2145",3861,3.861,3.86
"44617","NN2146",3877.16666666667,3.87716666666667,3.88
"44618","NN2147",3920,3.92,3.92
"44619","NN2148",3945.6,3.9456,3.95
"44620","NN2149",3961,3.961,3.96
"44621","NN2150",3988.44444444444,3.98844444444444,3.99
"44622","NN2151",4040.5,4.0405,4.04
"44623","NN2152",3976.16666666667,3.97616666666667,3.98
"44624","NN2153",3903.5,3.9035,3.9
"44625","NN2154",3942.66666666667,3.94266666666667,3.94
"44626","NN2155",4024.5,4.0245,4.02
"44627","NN2156",4028,4.028,4.03
"44628","NN2157",3991.83333333333,3.99183333333333,3.99
"44629","NN2158",3990,3.99,3.99
"44630","NN2159",4020.6,4.0206,4.02
"44631","NN2160",4068.25,4.06825,4.07
"44632","NN2161",4070,4.07,4.07
"44633","NN2162",4043.83333333333,4.04383333333333,4.04
"44634","NN2163",4003.55555555556,4.00355555555556,4
"44635","NN2164",3929.28571428571,3.92928571428571,3.93
"44636","NN2165",3876,3.876,3.88
"44637","NN2166",3897.16666666667,3.89716666666667,3.9
"44638","NN2167",3940.33333333333,3.94033333333333,3.94
"44639","NN2168",4003,4.003,4
"44640","NN2169",4003.33333333333,4.00333333333333,4
"44641","NN2170",3941.16666666667,3.94116666666667,3.94
"44642","NN2171",3933.33333333333,3.93333333333333,3.93
"44643","NN2172",3964.8,3.9648,3.96
"44644","NN2173",3952.66666666667,3.95266666666667,3.95
"44645","NN2174",3951.66666666667,3.95166666666667,3.95
"44646","NN2175",3956,3.956,3.96
"44647","NN2176",4047.66666666667,4.04766666666667,4.05
"44648","NN2177",4114.66666666667,4.11466666666667,4.11
"44649","NN2178",4133.75,4.13375,4.13
"44650","NN2179",4134,4.134,4.13
"44651","NN2180",4146.66666666667,4.14666666666667,4.15
"44652","NN2181",4156,4.156,4.16
"44653","NN2182",4143.2,4.1432,4.14
"44654","NN2183",4114.25,4.11425,4.11
"44655","NN2184",4123.33333333333,4.12333333333333,4.12
"44656","NN2185",4129.66666666667,4.12966666666667,4.13
"44657","NN2186",4156.16666666667,4.15616666666667,4.16
"44658","NN2187",4175.16666666667,4.17516666666667,4.18
"44659","NN2188",4183.2,4.1832,4.18
"44660","NN2189",4105.25,4.10525,4.11
"44661","NN2190",3987.28571428571,3.98728571428571,3.99
"44662","NN2191",3916.5,3.9165,3.92
"44663","NN2192",3937.33333333333,3.93733333333333,3.94
"44664","NN2193",3953.16666666667,3.95316666666667,3.95
"44665","NN2194",3926.66666666667,3.92666666666667,3.93
"44666","NN2195",3932.5,3.9325,3.93
"44667","NN2196",3994,3.994,3.99
"44668","NN2197",4058,4.058,4.06
"44669","NN2198",4081.8,4.0818,4.08
"44670","NN2199",4097.5,4.0975,4.1
"44671","NN2200",3871.33333333333,3.87133333333333,3.87
"44672","NN2201",3880.5,3.8805,3.88
"44673","NN2202",3879.83333333333,3.87983333333333,3.88
"44674","NN2203",3858.83333333333,3.85883333333333,3.86
"44675","NN2204",3847.66666666667,3.84766666666667,3.85
"44676","NN2205",3867,3.867,3.87
"44677","NN2206",3894.66666666667,3.89466666666667,3.89
"44678","NN2207",3890,3.89,3.89
"44679","NN2208",3889.16666666667,3.88916666666667,3.89
"44680","NN2209",3907.33333333333,3.90733333333333,3.91
"44681","NN2210",3883.375,3.883375,3.88
"44682","NN2211",3861.28571428571,3.86128571428571,3.86
"44683","NN2212",3891,3.891,3.89
"44684","NN2213",3903.83333333333,3.90383333333333,3.9
"44685","NN2214",3933.66666666667,3.93366666666667,3.93
"44686","NN2215",3962.83333333333,3.96283333333333,3.96
"44687","NN2216",3958.16666666667,3.95816666666667,3.96
"44688","NN2217",3949.66666666667,3.94966666666667,3.95
"44689","NN2218",3938,3.938,3.94
"44690","NN2219",3903.16666666667,3.90316666666667,3.9
"44691","NN2220",3884.83333333333,3.88483333333333,3.88
"44692","NN2221",3921.83333333333,3.92183333333333,3.92
"44693","NN2222",3929.5,3.9295,3.93
"44694","NN2223",3901.42857142857,3.90142857142857,3.9
"44695","NN2224",3929.5,3.9295,3.93
"44696","NN2225",3967,3.967,3.97
"44697","NN2226",3987.16666666667,3.98716666666667,3.99
"44698","NN2227",3970.66666666667,3.97066666666667,3.97
"44699","NN2228",3950.66666666667,3.95066666666667,3.95
"44700","NN2229",3997.83333333333,3.99783333333333,4
"44701","NN2230",4020,4.02,4.02
"44702","NN2231",3989.83333333333,3.98983333333333,3.99
"44703","NN2232",3983.8,3.9838,3.98
"44704","NN2233",4001,4.001,4
"44705","NN2234",3977.16666666667,3.97716666666667,3.98
"44706","NN2235",3939.6,3.9396,3.94
"44707","NN2236",3958.83333333333,3.95883333333333,3.96
"44708","NN2237",3967.5,3.9675,3.97
"44709","NN2238",3984.16666666667,3.98416666666667,3.98
"44710","NN2239",3992,3.992,3.99
"44711","NN2240",4002.6,4.0026,4
"44712","NN2241",4028.33333333333,4.02833333333333,4.03
"44713","NN2242",4029.16666666667,4.02916666666667,4.03
"44714","NN2243",3995.83333333333,3.99583333333333,4
"44715","NN2244",3932.33333333333,3.93233333333333,3.93
"44716","NN2245",3864.5,3.8645,3.86
"44717","NN2246",3864.83333333333,3.86483333333333,3.86
"44718","NN2247",3897.33333333333,3.89733333333333,3.9
"44719","NN2248",3917.5,3.9175,3.92
"44720","NN2249",3930.33333333333,3.93033333333333,3.93
"44721","NN2250",3949.77777777778,3.94977777777778,3.95
"44722","NN2251",4031,4.031,4.03
"44723","NN2252",4037,4.037,4.04
"44724","NN2253",3970.66666666667,3.97066666666667,3.97
"44725","NN2254",3973.66666666667,3.97366666666667,3.97
"44726","NN2255",4028.8,4.0288,4.03
"44727","NN2256",4031.8,4.0318,4.03
"44728","NN2257",4014.33333333333,4.01433333333333,4.01
"44729","NN2258",4012.33333333333,4.01233333333333,4.01
"44730","NN2259",4030,4.03,4.03
"44731","NN2260",4061.66666666667,4.06166666666667,4.06
"44732","NN2261",4056.5,4.0565,4.06
"44733","NN2262",4019.71428571429,4.01971428571429,4.02
"44734","NN2263",4009.55555555556,4.00955555555556,4.01
"44735","NN2264",3947.33333333333,3.94733333333333,3.95
"44736","NN2265",3911,3.911,3.91
"44737","NN2266",3937.5,3.9375,3.94
"44738","NN2267",3964.33333333333,3.96433333333333,3.96
"44739","NN2268",4003,4.003,4
"44740","NN2269",4015.66666666667,4.01566666666667,4.02
"44741","NN2270",3951.83333333333,3.95183333333333,3.95
"44742","NN2271",3910.83333333333,3.91083333333333,3.91
"44743","NN2272",3941,3.941,3.94
"44744","NN2273",3976.16666666667,3.97616666666667,3.98
"44745","NN2274",3988.8,3.9888,3.99
"44746","NN2275",4031,4.031,4.03
"44747","NN2276",4079.625,4.079625,4.08
"44748","NN2277",4135.5,4.1355,4.14
"44749","NN2278",4144.16666666667,4.14416666666667,4.14
"44750","NN2279",4142,4.142,4.14
"44751","NN2280",4144.5,4.1445,4.14
"44752","NN2281",4153.5,4.1535,4.15
"44753","NN2282",4133,4.133,4.13
"44754","NN2283",4111.16666666667,4.11116666666667,4.11
"44755","NN2284",4073.83333333333,4.07383333333333,4.07
"44756","NN2285",4071.5,4.0715,4.07
"44757","NN2286",4122.66666666667,4.12266666666667,4.12
"44758","NN2287",4154.83333333333,4.15483333333333,4.15
"44759","NN2288",4167.71428571429,4.16771428571429,4.17
"44760","NN2289",4167.11111111111,4.16711111111111,4.17
"44761","NN2290",4101.5,4.1015,4.1
"44762","NN2291",4017.66666666667,4.01766666666667,4.02
"44763","NN2292",3958.33333333333,3.95833333333333,3.96
"44764","NN2293",3934.16666666667,3.93416666666667,3.93
"44765","NN2294",3940,3.94,3.94
"44766","NN2295",3919.14285714286,3.91914285714286,3.92
"44767","NN2296",3945.83333333333,3.94583333333333,3.95
"44768","NN2297",4029.33333333333,4.02933333333333,4.03
"44769","NN2298",4087.16666666667,4.08716666666667,4.09
"44770","NN2299",4111,4.111,4.11
"44771","NN2300",3864,3.864,3.86
"44772","NN2301",3877.33333333333,3.87733333333333,3.88
"44773","NN2302",3889.83333333333,3.88983333333333,3.89
"44774","NN2303",3886,3.886,3.89
"44775","NN2304",3892,3.892,3.89
"44776","NN2305",3916.33333333333,3.91633333333333,3.92
"44777","NN2306",3931.5,3.9315,3.93
"44778","NN2307",3910.6,3.9106,3.91
"44779","NN2308",3900.16666666667,3.90016666666667,3.9
"44780","NN2309",3922.66666666667,3.92266666666667,3.92
"44781","NN2310",3895.28571428571,3.89528571428571,3.9
"44782","NN2311",3869.66666666667,3.86966666666667,3.87
"44783","NN2312",3890.16666666667,3.89016666666667,3.89
"44784","NN2313",3897.4,3.8974,3.9
"44785","NN2314",3907.6,3.9076,3.91
"44786","NN2315",3939.83333333333,3.93983333333333,3.94
"44787","NN2316",3974.16666666667,3.97416666666667,3.97
"44788","NN2317",3977.16666666667,3.97716666666667,3.98
"44789","NN2318",3962.33333333333,3.96233333333333,3.96
"44790","NN2319",3960,3.96,3.96
"44791","NN2320",3948.66666666667,3.94866666666667,3.95
"44792","NN2321",3946.66666666667,3.94666666666667,3.95
"44793","NN2322",3927.4,3.9274,3.93
"44794","NN2323",3899.66666666667,3.89966666666667,3.9
"44795","NN2324",3920,3.92,3.92
"44796","NN2325",3928.33333333333,3.92833333333333,3.93
"44797","NN2326",3966.33333333333,3.96633333333333,3.97
"44798","NN2327",3992.5,3.9925,3.99
"44799","NN2328",3959.66666666667,3.95966666666667,3.96
"44800","NN2329",3975.83333333333,3.97583333333333,3.98
"44801","NN2330",4032.83333333333,4.03283333333333,4.03
"44802","NN2331",4045.5,4.0455,4.05
"44803","NN2332",4032.8,4.0328,4.03
"44804","NN2333",4042.8,4.0428,4.04
"44805","NN2334",4004,4.004,4
"44806","NN2335",3967,3.967,3.97
"44807","NN2336",3982.55555555556,3.98255555555556,3.98
"44808","NN2337",3979,3.979,3.98
"44809","NN2338",3998.5,3.9985,4
"44810","NN2339",4008.33333333333,4.00833333333333,4.01
"44811","NN2340",4021.2,4.0212,4.02
"44812","NN2341",4054.25,4.05425,4.05
"44813","NN2342",4050,4.05,4.05
"44814","NN2343",4000.16666666667,4.00016666666667,4
"44815","NN2344",3916.5,3.9165,3.92
"44816","NN2345",3871.4,3.8714,3.87
"44817","NN2346",3899.66666666667,3.89966666666667,3.9
"44818","NN2347",3920.5,3.9205,3.92
"44819","NN2348",3925,3.925,3.92
"44820","NN2349",3870.55555555556,3.87055555555556,3.87
"44821","NN2350",3893.83333333333,3.89383333333333,3.89
"44822","NN2351",3959.66666666667,3.95966666666667,3.96
"44823","NN2352",4038.83333333333,4.03883333333333,4.04
"44824","NN2353",4074,4.074,4.07
"44825","NN2354",4066.2,4.0662,4.07
"44826","NN2355",4044.5,4.0445,4.04
"44827","NN2356",3983.33333333333,3.98333333333333,3.98
"44828","NN2357",3980.5,3.9805,3.98
"44829","NN2358",4024.66666666667,4.02466666666667,4.02
"44830","NN2359",4036.5,4.0365,4.04
"44831","NN2360",4067.16666666667,4.06716666666667,4.07
"44832","NN2361",4070.66666666667,4.07066666666667,4.07
"44833","NN2362",4033.88888888889,4.03388888888889,4.03
"44834","NN2363",4031.66666666667,4.03166666666667,4.03
"44835","NN2364",3992.33333333333,3.99233333333333,3.99
"44836","NN2365",3925.66666666667,3.92566666666667,3.93
"44837","NN2366",3929,3.929,3.93
"44838","NN2367",3991,3.991,3.99
"44839","NN2368",4026,4.026,4.03
"44840","NN2369",4037.5,4.0375,4.04
"44841","NN2370",4005.16666666667,4.00516666666667,4.01
"44842","NN2371",3907.5,3.9075,3.91
"44843","NN2372",3868.5,3.8685,3.87
"44844","NN2373",3880,3.88,3.88
"44845","NN2374",3915.33333333333,3.91533333333333,3.92
"44846","NN2375",4004.11111111111,4.00411111111111,4
"44847","NN2376",4097.2,4.0972,4.1
"44848","NN2377",4138.2,4.1382,4.14
"44849","NN2378",4147.6,4.1476,4.15
"44850","NN2379",4149.33333333333,4.14933333333333,4.15
"44851","NN2380",4145.66666666667,4.14566666666667,4.15
"44852","NN2381",4153.33333333333,4.15333333333333,4.15
"44853","NN2382",4138,4.138,4.14
"44854","NN2383",4100.4,4.1004,4.1
"44855","NN2384",4055.33333333333,4.05533333333333,4.06
"44856","NN2385",4028.16666666667,4.02816666666667,4.03
"44857","NN2386",4073.83333333333,4.07383333333333,4.07
"44858","NN2387",4103.16666666667,4.10316666666667,4.1
"44859","NN2388",4113.77777777778,4.11377777777778,4.11
"44860","NN2389",4175.5,4.1755,4.18
"44861","NN2390",4180.16666666667,4.18016666666667,4.18
"44862","NN2391",4133.83333333333,4.13383333333333,4.13
"44863","NN2392",4045.66666666667,4.04566666666667,4.05
"44864","NN2393",3990.83333333333,3.99083333333333,3.99
"44865","NN2394",3956,3.956,3.96
"44866","NN2395",3944.83333333333,3.94483333333333,3.94
"44867","NN2396",3951.33333333333,3.95133333333333,3.95
"44868","NN2397",3986.5,3.9865,3.99
"44869","NN2398",4043.66666666667,4.04366666666667,4.04
"44870","NN2399",4087.33333333333,4.08733333333333,4.09
"44871","NN2400",3901.16666666667,3.90116666666667,3.9
"44872","NN2401",3909.33333333333,3.90933333333333,3.91
"44873","NN2402",3892.83333333333,3.89283333333333,3.89
"44874","NN2403",3898.16666666667,3.89816666666667,3.9
"44875","NN2404",3938,3.938,3.94
"44876","NN2405",3947,3.947,3.95
"44877","NN2406",3926.83333333333,3.92683333333333,3.93
"44878","NN2407",3888.66666666667,3.88866666666667,3.89
"44879","NN2408",3874.16666666667,3.87416666666667,3.87
"44880","NN2409",3925,3.925,3.92
"44881","NN2410",3935.375,3.935375,3.94
"44882","NN2411",3902.83333333333,3.90283333333333,3.9
"44883","NN2412",3901.66666666667,3.90166666666667,3.9
"44884","NN2413",3907.66666666667,3.90766666666667,3.91
"44885","NN2414",3900.33333333333,3.90033333333333,3.9
"44886","NN2415",3910.66666666667,3.91066666666667,3.91
"44887","NN2416",3944.16666666667,3.94416666666667,3.94
"44888","NN2417",3957.5,3.9575,3.96
"44889","NN2418",3939.6,3.9396,3.94
"44890","NN2419",3945.4,3.9454,3.95
"44891","NN2420",3969.83333333333,3.96983333333333,3.97
"44892","NN2421",3974,3.974,3.97
"44893","NN2422",3951,3.951,3.95
"44894","NN2423",3921.85714285714,3.92185714285714,3.92
"44895","NN2424",3914.8,3.9148,3.91
"44896","NN2425",3894.8,3.8948,3.89
"44897","NN2426",3942.66666666667,3.94266666666667,3.94
"44898","NN2427",3998.5,3.9985,4
"44899","NN2428",4007.5,4.0075,4.01
"44900","NN2429",3995,3.995,4
"44901","NN2430",4008.16666666667,4.00816666666667,4.01
"44902","NN2431",4040.16666666667,4.04016666666667,4.04
"44903","NN2432",4056,4.056,4.06
"44904","NN2433",4072.5,4.0725,4.07
"44905","NN2434",4041.4,4.0414,4.04
"44906","NN2435",4022.125,4.022125,4.02
"44907","NN2436",4001.14285714286,4.00114285714286,4
"44908","NN2437",3961.25,3.96125,3.96
"44909","NN2438",4006,4.006,4.01
"44910","NN2439",4039.16666666667,4.03916666666667,4.04
"44911","NN2440",4046.16666666667,4.04616666666667,4.05
"44912","NN2441",4058.33333333333,4.05833333333333,4.06
"44913","NN2442",4066.5,4.0665,4.07
"44914","NN2443",4031.66666666667,4.03166666666667,4.03
"44915","NN2444",3979.5,3.9795,3.98
"44916","NN2445",3937.6,3.9376,3.94
"44917","NN2446",3934.6,3.9346,3.93
"44918","NN2447",3968.66666666667,3.96866666666667,3.97
"44919","NN2448",3936.375,3.936375,3.94
"44920","NN2449",3860.5,3.8605,3.86
"44921","NN2450",3862.5,3.8625,3.86
"44922","NN2451",3924.5,3.9245,3.92
"44923","NN2452",4013.5,4.0135,4.01
"44924","NN2453",4074.66666666667,4.07466666666667,4.07
"44925","NN2454",4089,4.089,4.09
"44926","NN2455",4038.4,4.0384,4.04
"44927","NN2456",3963.66666666667,3.96366666666667,3.96
"44928","NN2457",3952.66666666667,3.95266666666667,3.95
"44929","NN2458",4009.16666666667,4.00916666666667,4.01
"44930","NN2459",4048.33333333333,4.04833333333333,4.05
"44931","NN2460",4069.66666666667,4.06966666666667,4.07
"44932","NN2461",4046.625,4.046625,4.05
"44933","NN2462",4021.16666666667,4.02116666666667,4.02
"44934","NN2463",4020,4.02,4.02
"44935","NN2464",4034,4.034,4.03
"44936","NN2465",4004,4.004,4
"44937","NN2466",3974.5,3.9745,3.97
"44938","NN2467",3985.16666666667,3.98516666666667,3.99
"44939","NN2468",4023.83333333333,4.02383333333333,4.02
"44940","NN2469",4040,4.04,4.04
"44941","NN2470",4000,4,4
"44942","NN2471",3968.66666666667,3.96866666666667,3.97
"44943","NN2472",3884.5,3.8845,3.88
"44944","NN2473",3858,3.858,3.86
"44945","NN2474",3919.625,3.919625,3.92
"44946","NN2475",3983.75,3.98375,3.98
"44947","NN2476",4048.33333333333,4.04833333333333,4.05
"44948","NN2477",4106.5,4.1065,4.11
"44949","NN2478",4139.2,4.1392,4.14
"44950","NN2479",4154,4.154,4.15
"44951","NN2480",4158.8,4.1588,4.16
"44952","NN2481",4160.4,4.1604,4.16
"44953","NN2482",4135.6,4.1356,4.14
"44954","NN2483",4073.6,4.0736,4.07
"44955","NN2484",4037.83333333333,4.03783333333333,4.04
"44956","NN2485",4000.83333333333,4.00083333333333,4
"44957","NN2486",4012.16666666667,4.01216666666667,4.01
"44958","NN2487",4060.85714285714,4.06085714285714,4.06
"44959","NN2488",4065.125,4.065125,4.07
"44960","NN2489",4099.5,4.0995,4.1
"44961","NN2490",4152.2,4.1522,4.15
"44962","NN2491",4176.6,4.1766,4.18
"44963","NN2492",4153.5,4.1535,4.15
"44964","NN2493",4088.5,4.0885,4.09
"44965","NN2494",3972.28571428571,3.97228571428571,3.97
"44966","NN2495",3956.66666666667,3.95666666666667,3.96
"44967","NN2496",3976.83333333333,3.97683333333333,3.98
"44968","NN2497",3959.16666666667,3.95916666666667,3.96
"44969","NN2498",4010.5,4.0105,4.01
"44970","NN2499",4055,4.055,4.06
"44971","NN2500",3961,3.961,3.96
"44972","NN2501",3945.83333333333,3.94583333333333,3.95
"44973","NN2502",3914.66666666667,3.91466666666667,3.91
"44974","NN2503",3932.83333333333,3.93283333333333,3.93
"44975","NN2504",3964.2,3.9642,3.96
"44976","NN2505",3917.25,3.91725,3.92
"44977","NN2506",3888.2,3.8882,3.89
"44978","NN2507",3882.83333333333,3.88283333333333,3.88
"44979","NN2508",3869.33333333333,3.86933333333333,3.87
"44980","NN2509",3885.44444444444,3.88544444444444,3.89
"44981","NN2510",3929.5,3.9295,3.93
"44982","NN2511",3940.5,3.9405,3.94
"44983","NN2512",3934.83333333333,3.93483333333333,3.93
"44984","NN2513",3929.66666666667,3.92966666666667,3.93
"44985","NN2514",3919,3.919,3.92
"44986","NN2515",3913.33333333333,3.91333333333333,3.91
"44987","NN2516",3926.66666666667,3.92666666666667,3.93
"44988","NN2517",3954.33333333333,3.95433333333333,3.95
"44989","NN2518",3950.66666666667,3.95066666666667,3.95
"44990","NN2519",3933.33333333333,3.93333333333333,3.93
"44991","NN2520",3956.83333333333,3.95683333333333,3.96
"44992","NN2521",3983.6,3.9836,3.98
"44993","NN2522",3966.5,3.9665,3.97
"44994","NN2523",3931.5,3.9315,3.93
"44995","NN2524",3908,3.908,3.91
"44996","NN2525",3888,3.888,3.89
"44997","NN2526",3914.83333333333,3.91483333333333,3.91
"44998","NN2527",3957.83333333333,3.95783333333333,3.96
"44999","NN2528",3983.66666666667,3.98366666666667,3.98
"45000","NN2529",4007.16666666667,4.00716666666667,4.01
"45001","NN2530",4007,4.007,4.01
"45002","NN2531",3983.6,3.9836,3.98
"45003","NN2532",3986.16666666667,3.98616666666667,3.99
"45004","NN2533",4055.6,4.0556,4.06
"45005","NN2534",4083.28571428571,4.08328571428571,4.08
"45006","NN2535",4065.77777777778,4.06577777777778,4.07
"45007","NN2536",3997,3.997,4
"45008","NN2537",3960.5,3.9605,3.96
"45009","NN2538",3984.66666666667,3.98466666666667,3.98
"45010","NN2539",4034.16666666667,4.03416666666667,4.03
"45011","NN2540",4069.5,4.0695,4.07
"45012","NN2541",4079.2,4.0792,4.08
"45013","NN2542",4078.2,4.0782,4.08
"45014","NN2543",4055,4.055,4.06
"45015","NN2544",3994.66666666667,3.99466666666667,3.99
"45016","NN2545",3933.66666666667,3.93366666666667,3.93
"45017","NN2546",3946,3.946,3.95
"45018","NN2547",3984.5,3.9845,3.98
"45019","NN2548",3966,3.966,3.97
"45020","NN2549",3884.16666666667,3.88416666666667,3.88
"45021","NN2550",3875.83333333333,3.87583333333333,3.88
"45022","NN2551",3942.83333333333,3.94283333333333,3.94
"45023","NN2552",4009,4.009,4.01
"45024","NN2553",4071.2,4.0712,4.07
"45025","NN2554",4089.83333333333,4.08983333333333,4.09
"45026","NN2555",4074.83333333333,4.07483333333333,4.07
"45027","NN2556",4016.83333333333,4.01683333333333,4.02
"45028","NN2557",3974,3.974,3.97
"45029","NN2558",4000,4,4
"45030","NN2559",4047.83333333333,4.04783333333333,4.05
"45031","NN2560",4066,4.066,4.07
"45032","NN2561",4037.25,4.03725,4.04
"45033","NN2562",3984.2,3.9842,3.98
"45034","NN2563",3970.5,3.9705,3.97
"45035","NN2564",4007.5,4.0075,4.01
"45036","NN2565",4035.5,4.0355,4.04
"45037","NN2566",4024,4.024,4.02
